train_loss:,,,,,,,,,,,,
1,0.0017,0.0018,0.002,0.0021,0.0055,0.0057,0.0058,0.0051,0.0062,0.0052,0.006,0.0046
2,0.0017,0.0018,0.002,0.0021,0.0047,0.0044,0.0051,0.0042,0.0046,0.0041,0.0044,0.0038
3,0.0017,0.0018,0.002,0.0021,0.0043,0.0037,0.004,0.0038,0.0043,0.0036,0.004,0.0034
4,0.0017,0.0018,0.002,0.0021,0.004,0.0035,0.0038,0.0033,0.0039,0.0036,0.0038,0.0033
5,0.0017,0.0018,0.002,0.0021,0.0036,0.0032,0.0037,0.0033,0.0036,0.0032,0.0035,0.0029
6,0.0017,0.0018,0.002,0.0021,0.0035,0.003,0.0037,0.0031,0.0034,0.0032,0.0034,0.0028
7,0.0017,0.0018,0.002,0.0021,0.0034,0.003,0.0032,0.003,0.0034,0.003,0.0032,0.0027
8,0.0017,0.0018,0.002,0.0021,0.0034,0.0029,0.0032,0.0029,0.0033,0.0029,0.0032,0.0026
9,0.0017,0.0018,0.002,0.002,0.0032,0.0029,0.0032,0.0028,0.0032,0.0028,0.0031,0.0027
10,0.0017,0.0018,0.002,0.002,0.0032,0.003,0.0032,0.0028,0.0031,0.0029,0.003,0.0025
11,0.0017,0.0018,0.002,0.002,0.0031,0.0027,0.003,0.0027,0.003,0.0028,0.003,0.0026
12,0.0017,0.0018,0.002,0.0021,0.0031,0.0027,0.003,0.0027,0.003,0.0027,0.0029,0.0024
13,0.0017,0.0018,0.002,0.002,0.0031,0.0027,0.0031,0.0027,0.0029,0.0026,0.0028,0.0024
14,0.0017,0.0018,0.002,0.002,0.003,0.0027,0.0031,0.0026,0.0029,0.0026,0.0029,0.0023
15,0.0017,0.0018,0.002,0.002,0.0031,0.0027,0.0028,0.0026,0.003,0.0025,0.0028,0.0024
16,0.0017,0.0018,0.002,0.002,0.003,0.0026,0.0031,0.0026,0.0028,0.0025,0.0028,0.0023
17,0.0017,0.0018,0.002,0.002,0.0029,0.0027,0.0028,0.0027,0.0029,0.0025,0.0028,0.0023
18,0.0017,0.0018,0.002,0.002,0.0029,0.0025,0.0028,0.0025,0.0029,0.0025,0.0027,0.0023
19,0.0017,0.0018,0.002,0.002,0.0029,0.0026,0.0028,0.0025,0.0027,0.0025,0.0028,0.0023
20,0.0017,0.0018,0.002,0.002,0.0029,0.0026,0.0028,0.0025,0.0027,0.0025,0.0028,0.0022
21,0.0017,0.0018,0.002,0.002,0.0028,0.0025,0.0028,0.0025,0.0028,0.0025,0.0027,0.0023
22,0.0017,0.0018,0.002,0.002,0.0029,0.0025,0.0028,0.0026,0.0027,0.0024,0.0027,0.0022
23,0.0017,0.0018,0.002,0.002,0.0028,0.0026,0.0028,0.0025,0.0029,0.0024,0.0028,0.0022
24,0.0017,0.0018,0.002,0.002,0.0028,0.0025,0.0029,0.0025,0.0027,0.0025,0.0028,0.0022
25,0.0017,0.0018,0.002,0.002,0.0029,0.0024,0.0028,0.0024,0.0027,0.0024,0.0026,0.0022
26,0.0017,0.0018,0.002,0.002,0.0028,0.0024,0.0029,0.0025,0.0028,0.0024,0.0028,0.0022
27,0.0017,0.0017,0.002,0.002,0.0028,0.0025,0.0027,0.0024,0.0027,0.0025,0.0027,0.0021
28,0.0017,0.0017,0.002,0.002,0.0027,0.0025,0.0028,0.0024,0.0027,0.0025,0.0027,0.0022
29,0.0017,0.0017,0.002,0.002,0.0028,0.0026,0.0027,0.0024,0.0027,0.0023,0.0026,0.0022
30,0.0017,0.0017,0.002,0.002,0.0028,0.0024,0.0027,0.0024,0.0027,0.0023,0.0027,0.0021
31,0.0017,0.0017,0.002,0.002,0.0023,0.0019,0.0022,0.0019,0.0022,0.0019,0.0021,0.0017
32,0.0017,0.0017,0.002,0.002,0.0022,0.0019,0.0021,0.0019,0.0022,0.0018,0.002,0.0016
33,0.0017,0.0017,0.002,0.002,0.0022,0.0019,0.0021,0.0019,0.0021,0.0018,0.002,0.0016
34,0.0017,0.0017,0.002,0.002,0.0022,0.0019,0.0021,0.0018,0.0021,0.0018,0.002,0.0016
35,0.0017,0.0017,0.002,0.002,0.0022,0.0019,0.0021,0.0018,0.0021,0.0018,0.002,0.0016
36,0.0017,0.0017,0.002,0.002,0.0022,0.0019,0.0021,0.0018,0.0021,0.0018,0.002,0.0016
37,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.0021,0.0018,0.0021,0.0018,0.002,0.0016
38,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.0021,0.0018,0.0021,0.0018,0.002,0.0016
39,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0018,0.002,0.0016
40,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0018,0.002,0.0016
41,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.0021,0.0018,0.0021,0.0018,0.002,0.0016
42,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0018,0.002,0.0016
43,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0018,0.0019,0.0016
44,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0018,0.002,0.0016
45,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0018,0.0019,0.0016
46,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0017,0.0019,0.0015
47,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0018,0.0019,0.0016
48,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.002,0.0017,0.0019,0.0016
49,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0017,0.0019,0.0016
50,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.002,0.0018,0.0019,0.0016
51,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.002,0.0017,0.0019,0.0016
52,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.002,0.0017,0.0019,0.0016
53,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.002,0.0018,0.0019,0.0015
54,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0017,0.0019,0.0016
55,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.002,0.0017,0.0019,0.0016
56,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.0021,0.0018,0.0019,0.0015
57,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.002,0.0017,0.0019,0.0016
58,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.002,0.0018,0.0019,0.0015
59,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.002,0.0017,0.0019,0.0015
60,0.0017,0.0017,0.002,0.002,0.0021,0.0018,0.002,0.0018,0.002,0.0018,0.0019,0.0016
61,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0017,0.0018,0.0015
62,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0015
63,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0015
64,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
65,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
66,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
67,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
68,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
69,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
70,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
71,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
72,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
73,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
74,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
75,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
76,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
77,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
78,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
79,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
80,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
81,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
82,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
83,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
84,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
85,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
86,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
87,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
88,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
89,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
90,0.0017,0.0017,0.002,0.002,0.002,0.0017,0.0019,0.0017,0.0019,0.0016,0.0018,0.0014
91,0.0017,0.0017,0.002,0.002,0.0019,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
92,0.0017,0.0017,0.002,0.002,0.0019,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
93,0.0017,0.0017,0.002,0.002,0.0019,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
94,0.0017,0.0017,0.002,0.002,0.0019,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
95,0.0017,0.0017,0.002,0.002,0.0019,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
96,0.0017,0.0017,0.002,0.002,0.0019,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
97,0.0017,0.0017,0.002,0.002,0.0019,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
98,0.0017,0.0017,0.002,0.002,0.0019,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
99,0.0017,0.0017,0.002,0.002,0.0019,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
100,0.0017,0.0017,0.002,0.002,0.0019,0.0017,0.0019,0.0016,0.0019,0.0016,0.0018,0.0014
test_acc:,,,,,,,,,,,,
1,62.13,59.56,55.02,54.47,4.22,4.51,3.1,7.39,2.12,6.96,2.91,10.94
2,62.1,59.51,54.99,54.45,11.21,14.48,8.83,16.32,12.05,18.48,14.49,21.28
3,62.08,59.47,54.93,54.43,16.29,23.53,19.05,22.54,15.99,24.55,19.62,27.53
4,62.05,59.43,54.89,54.41,20.07,27.3,22.02,28.48,20.68,24.65,21.89,29.93
5,62.05,59.47,54.91,54.38,25.1,30.15,23.64,29.36,24.6,30.55,26.56,34.79
6,62.12,59.48,54.81,54.28,26.65,33.64,24.37,32.6,27.58,31.5,28.33,36.43
7,62.07,59.48,54.93,54.41,28.19,33.63,30.26,33.5,28.8,34.54,31.4,39.37
8,62.17,59.51,54.93,54.4,28.13,35.36,31.81,34.98,28.7,35.73,31.43,40.15
9,62.11,59.57,55,54.41,31.58,36.69,30.93,37.48,31.36,37.67,32.45,40.04
10,62.08,59.43,54.91,54.4,31.4,34.6,31.52,37.93,32.52,36.28,34.92,42.27
11,62.1,59.58,55,54.5,32.99,39.01,34.54,38.86,34.39,37.99,34.7,41.85
12,62.1,59.42,54.96,54.39,33.37,40.59,34.29,39.23,35.06,39.51,35.97,44.53
13,62.05,59.48,54.96,54.45,32.52,39.5,33.56,39.52,36.36,40.58,37.22,44.77
14,62.03,59.44,54.94,54.39,35.27,40.26,34.31,40.89,36.53,41,36.94,45.52
15,62.05,59.5,55,54.41,33.02,40.54,38.14,40.33,35.03,42.97,38.35,45.77
16,62.04,59.51,55.02,54.47,35.37,41.45,34.68,41.34,37.67,42.07,37.99,46.49
17,62.05,59.47,54.98,54.39,36.93,40.52,38.42,40.74,36.08,43.07,37.78,46.53
18,62.05,59.49,54.94,54.39,35.98,42.24,37.79,42.41,36.38,43.17,39,46.47
19,62.11,59.41,54.94,54.38,36.36,42.05,37.67,43.36,39.12,43.4,38.65,47.56
20,62.13,59.54,54.94,54.46,36.66,41.7,38.59,42.31,39.46,43.13,38.73,47.85
21,62.17,59.45,54.95,54.42,38.1,42.07,38.61,43.11,38.06,43.51,39.99,46.82
22,62.13,59.52,54.94,54.44,37.05,42.69,38.6,42.04,38.96,44.01,39.41,49.06
23,62.13,59.48,54.95,54.44,38.31,42.34,38.55,44.11,37.6,44.18,37.79,48.47
24,62.13,59.5,54.99,54.4,37.83,43.4,36.71,43.78,39.34,44.05,38.68,48.82
25,62.04,59.47,54.92,54.36,36.58,44.56,38.18,44.37,39.92,44.89,40.95,48.08
26,62.07,59.42,54.93,54.4,38.01,44.01,37.07,44.12,38.87,45.09,38.75,48.55
27,62.16,59.55,54.97,54.5,38.18,44.01,39.97,44.26,39.64,43.94,40.5,49.89
28,62.1,59.44,54.93,54.4,39.19,43.64,38.43,45.19,40.23,43.97,40.42,48.75
29,62.07,59.43,54.91,54.4,38.57,42.18,40.27,44.68,39.55,46.78,41.37,48.66
30,62.14,59.53,55.04,54.44,38.15,44.99,39.76,44.96,40.67,45.95,39.75,49.56
31,62.1,59.47,54.93,54.4,48.11,53.99,49.97,54.84,49.29,54.87,51.29,59.24
32,62.12,59.42,54.95,54.43,48.63,54.8,51,55.32,49.92,55.52,51.98,59.99
33,62.08,59.5,54.94,54.35,49.03,55.11,51.25,55.6,50.17,56.11,52.49,60.41
34,62.12,59.48,54.96,54.41,49.41,55.41,51.35,55.9,50.71,56.27,52.9,60.62
35,62.14,59.48,54.95,54.4,49.59,55.6,51.55,56.17,50.91,56.57,53.17,60.74
36,62.11,59.44,54.96,54.45,49.94,55.89,51.8,56.4,51.12,56.71,53.28,61.1
37,62.14,59.42,54.99,54.45,50.01,55.97,52.16,56.65,51.2,57.01,53.44,61.06
38,62.15,59.48,55.02,54.39,50.33,56.22,52.1,56.54,51.54,57.22,53.48,61.35
39,62.11,59.46,54.86,54.25,50.34,56.42,52.54,56.72,51.68,57.28,53.68,61.51
40,62.07,59.46,54.99,54.34,50.59,56.22,52.32,56.94,51.78,57.28,53.7,61.57
41,62.02,59.45,54.91,54.45,50.37,56.32,52.08,56.69,51.91,57.33,53.56,61.51
42,62.07,59.43,54.99,54.44,50.77,56.79,52.47,56.89,51.88,57.34,53.89,61.5
43,62.09,59.52,55,54.37,50.66,56.38,52.5,57.16,52.13,57.62,53.87,61.69
44,62.07,59.46,54.93,54.37,50.72,56.5,52.54,56.83,52.01,57.56,53.98,61.57
45,62.07,59.56,54.98,54.42,50.64,56.56,52.5,57.09,52.02,57.48,53.94,61.77
46,62.11,59.46,54.97,54.39,50.77,56.72,52.68,57.2,52.02,57.76,54,61.93
47,62.1,59.54,55.09,54.47,50.51,56.74,52.62,56.93,51.87,57.82,54.25,61.83
48,62.11,59.44,54.97,54.41,50.8,56.76,52.58,57.2,52.14,57.86,54.2,61.64
49,62.09,59.41,54.95,54.39,50.76,56.63,52.64,57.08,52,57.82,54.09,61.77
50,62.13,59.39,54.89,54.37,51.03,56.72,52.98,57.36,52.09,57.52,54.18,61.77
51,62.14,59.49,54.91,54.33,50.78,56.97,52.92,57.46,52.17,57.77,54.07,61.8
52,62.07,59.46,54.96,54.32,50.99,56.51,52.77,57.25,52.17,57.86,54.46,61.66
53,62.07,59.38,54.87,54.35,50.98,56.82,52.48,57.18,52.27,57.63,54.23,62.09
54,62.06,59.46,54.95,54.4,51.19,56.79,52.7,57.3,52.17,57.88,54.15,61.9
55,62.05,59.45,54.92,54.33,50.92,56.81,53.09,57.03,52.21,57.96,54.19,61.69
56,62.1,59.49,54.95,54.38,51.23,56.8,52.76,57.31,52.11,57.86,54.24,62.05
57,62.11,59.55,55.05,54.45,50.68,57.09,52.78,57.13,52.5,57.9,54.67,61.91
58,62.1,59.47,54.95,54.36,50.72,56.89,52.9,57.11,52.12,57.66,54.11,62.17
59,62.11,59.49,54.89,54.35,51.05,56.48,52.76,57.22,52.48,57.86,54.65,62.29
60,62.06,59.43,54.91,54.31,51.01,56.93,52.79,57.07,52.73,57.67,54.38,61.7
61,62.1,59.42,54.9,54.31,53.17,58.79,54.86,59.32,54.36,59.56,56.22,63.75
62,62.08,59.51,54.93,54.37,53.46,58.96,55.05,59.5,54.67,59.82,56.38,63.93
63,62.05,59.44,54.94,54.36,53.6,59.08,55.13,59.56,54.69,60.01,56.44,64.16
64,62.03,59.5,54.91,54.37,53.5,59.24,55.26,59.7,54.76,59.97,56.54,64.19
65,62.05,59.53,55.01,54.4,53.58,59.18,55.26,59.71,54.82,60.15,56.62,64.17
66,62.13,59.47,54.91,54.37,53.62,59.26,55.41,59.66,54.83,60.18,56.64,64.3
67,61.99,59.52,54.85,54.3,53.69,59.28,55.41,59.77,54.9,60.17,56.68,64.34
68,62.12,59.45,55,54.47,53.7,59.4,55.53,59.81,55.01,60.29,56.78,64.28
69,62.07,59.43,54.9,54.39,53.79,59.27,55.5,59.76,54.83,60.32,56.8,64.29
70,62.05,59.52,54.97,54.54,53.8,59.34,55.57,59.84,55.03,60.32,56.88,64.42
71,62.05,59.45,54.98,54.38,53.88,59.47,55.59,59.81,54.96,60.21,56.92,64.55
72,62.05,59.44,54.95,54.42,53.78,59.46,55.73,59.79,54.98,60.34,56.94,64.48
73,62.07,59.43,54.98,54.44,53.83,59.5,55.73,59.85,54.93,60.37,57.05,64.49
74,62.14,59.48,54.92,54.44,54.06,59.56,55.66,59.88,55.19,60.32,56.89,64.59
75,62.04,59.42,54.95,54.43,53.86,59.66,55.6,59.83,54.95,60.4,56.99,64.56
76,62.1,59.52,55,54.41,53.89,59.68,55.67,59.88,55,60.45,56.97,64.57
77,62.14,59.42,54.95,54.34,53.97,59.74,55.67,60,55.12,60.51,56.96,64.64
78,62.11,59.54,54.94,54.37,54.03,59.65,55.65,59.93,55.19,60.49,57,64.66
79,62.02,59.43,54.92,54.39,53.87,59.61,55.72,59.91,55.23,60.47,57.02,64.54
80,62.06,59.52,54.98,54.42,54.02,59.8,55.85,60.03,55.19,60.49,57.05,64.62
81,62.15,59.53,54.87,54.43,53.91,59.65,55.81,60.01,55.2,60.63,57.08,64.7
82,62.07,59.43,54.92,54.37,53.98,59.77,55.75,59.93,55.2,60.52,57.06,64.63
83,62.04,59.42,54.89,54.33,53.91,59.77,55.91,59.97,55.26,60.49,56.97,64.59
84,62.12,59.5,54.98,54.44,53.97,59.7,55.83,60.07,55.35,60.54,57.2,64.74
85,62.14,59.48,54.95,54.38,54.05,59.74,55.92,60.18,55.16,60.54,57.18,64.66
86,62.04,59.47,54.86,54.34,54.12,59.75,55.89,60.12,55.19,60.63,57.24,64.69
87,62.09,59.54,54.99,54.43,54.12,59.73,55.79,60.02,55.22,60.71,57.21,64.7
88,62.07,59.44,54.96,54.43,54.2,59.67,55.85,60.1,55.3,60.64,57.22,64.65
89,62.03,59.48,55.02,54.44,54.18,59.83,55.9,60.05,55.34,60.59,57.17,64.66
90,62.11,59.48,54.91,54.36,54.29,59.82,55.98,60.13,55.3,60.62,57.2,64.72
91,62.03,59.43,54.84,54.5,54.37,59.9,56.09,60.32,55.41,60.67,57.3,64.74
92,62.04,59.45,54.95,54.27,54.39,59.96,56.08,60.33,55.45,60.73,57.31,64.79
93,62.03,59.5,54.95,54.35,54.4,59.98,56.1,60.29,55.47,60.75,57.32,64.82
94,62.05,59.45,54.97,54.38,54.41,59.97,56.11,60.27,55.47,60.76,57.42,64.83
95,62.09,59.46,54.92,54.32,54.38,59.96,56.13,60.26,55.43,60.83,57.38,64.84
96,62.11,59.39,54.91,54.38,54.41,60,56.15,60.25,55.42,60.76,57.41,64.83
97,62.01,59.53,55.04,54.43,54.43,59.97,56.17,60.33,55.47,60.77,57.41,64.8
98,62.04,59.41,55,54.43,54.43,59.96,56.14,60.35,55.46,60.88,57.45,64.9
99,62.07,59.45,54.97,54.41,54.42,59.99,56.23,60.35,55.48,60.77,57.4,64.88
100,62.04,59.52,54.91,54.49,54.4,59.94,56.16,60.34,55.46,60.81,57.45,64.83
